Id,Name,Type,Address
0e394a61-eb2b-4f26-bcf1-3ea5e24a47ed,투썸 서울1호점,투썸,서울 종로구 52길 91
a14d08f9-3f06-4e05-b149-d451267541e9,커피빈 울산7호점,커피빈,울산 동구 5길 31
5c249d2c-e48e-4e69-b5c0-bcc41097b009,이디야 대전2호점,이디야,대전 유성구 57길 28
890dbd19-df63-44d0-8023-410a1e10d441,커피빈 울산1호점,커피빈,울산 중구 4길 73
6f18ae64-9669-4310-9ede-ca2522c52b7d,투썸 부산12호점,투썸,부산 연제구 99길 92
0fd63b66-e37b-41b5-9848-843b54bf0eb4,할리스 울산9호점,할리스,울산 중구 76길 13
03d53f5a-7b7c-4dfd-8f30-9060395eb6ce,이디야 부산9호점,이디야,부산 연제구 62길 50
d7cdc740-a02b-4981-9cb2-111b1a88d227,스타벅스 인천13호점,스타벅스,인천 부평구 47길 47
d73f0856-8730-481a-b2d2-cfd401a24dd9,커피빈 인천1호점,커피빈,인천 미추홀구 44길 37
73d771bc-d5b4-44ed-9261-facd881008dd,할리스 대전12호점,할리스,대전 유성구 31길 84
d6a7d797-6405-47b3-b690-a7551fe2ec39,투썸 인천1호점,투썸,인천 부평구 58길 53
8b0f3e4f-b521-410b-9f0b-f884e203103d,투썸 광주3호점,투썸,광주 서구 30길 5
aa2aad43-66d2-4581-ade6-c0d683f32684,컴포즈 광주4호점,컴포즈,광주 서구 9길 83
56e4f0a6-dd09-411a-997c-f734753eea15,빽다방 대구4호점,빽다방,대구 북구 75길 20
f44f3cbf-dd36-4c03-b408-ec7b1166dd88,이디야 울산14호점,이디야,울산 중구 8길 9
73e02448-1909-43f2-9593-6be5c9af6c92,컴포즈 서울14호점,컴포즈,서울 종로구 10길 26
05dec82a-0891-4dc4-940d-c5d3d15da6df,매머드 대구15호점,매머드,대구 북구 66길 97
e4b917a5-5a8e-49f7-b18c-e1c21095d037,할리스 광주4호점,할리스,광주 광산구 15길 83
cb3dd903-8004-426d-98ab-496992e579f5,이디야 서울7호점,이디야,서울 동대문구 48길 82
d59a1c8b-2b1b-4ad2-8dec-d0afb8edf441,할리스 서울15호점,할리스,서울 종로구 64길 46
0509ac72-86bf-426a-a10c-da881e74fd81,매머드 인천15호점,매머드,인천 미추홀구 66길 76
4cbda68d-bb41-4e43-a901-70589073eac2,컴포즈 울산2호점,컴포즈,울산 중구 36길 39
f2a937e6-0fa1-4c85-91ff-089ba425c75b,스타벅스 대구4호점,스타벅스,대구 수성구 94길 26
48e493ce-0c39-4f76-ad64-6ba6a12f4443,커피빈 서울12호점,커피빈,서울 강남구 88길 91
642eaad8-3059-4ecb-be66-b3ebfa398aa4,빽다방 대전15호점,빽다방,대전 중구  48길 88
24a8fe29-0bde-4701-974e-0bf4b5fe78fc,커피빈 광주1호점,커피빈,광주 서구 45길 80
b57f8e5b-2427-4f70-9953-2a7352a5280d,빽다방 인천1호점,빽다방,인천 미추홀구 44길 62
24e712d0-dee5-4794-bbdd-8b4cb7e58287,스타벅스 서울7호점,스타벅스,서울 서대문구 32길 79
7512e1ad-0426-4365-a888-5dd1041ee74c,투썸 울산9호점,투썸,울산 중구 66길 26
58687b54-8657-4a4e-bc17-f38fa6e29e21,투썸 인천8호점,투썸,인천 부평구 58길 26
7606aa9a-2dcc-4157-9819-6b0ccf24544f,커피빈 서울15호점,커피빈,서울 강남구 73길 7
46c39f85-8673-4264-8337-6d2dd2df8a7e,스타벅스 서울9호점,스타벅스,서울 종로구 81길 36
9027be34-0b4d-467d-a3cb-d85828196c9b,스타벅스 대구6호점,스타벅스,대구 북구 96길 93
9f9a9bda-ac44-4ba7-addd-b3a986f35c51,빽다방 서울5호점,빽다방,서울 강남구 61길 5
a1341c42-25b6-4453-88d4-1d0e39bcf6cb,매머드 울산4호점,매머드,울산 동구 51길 34
343a1f86-4437-4c7a-a129-d8105e166218,할리스 인천4호점,할리스,인천 계양구 45길 93
407dd472-b73a-4d03-80fd-90ed414cd0c2,이디야 인천10호점,이디야,인천 계양구 57길 88
e7bd64e5-709f-45cc-9ab6-1701017e68c4,매머드 인천6호점,매머드,인천 부평구 39길 21
afbdbf89-fbb7-41ae-997e-bd2480d8d98a,스타벅스 광주10호점,스타벅스,광주 서구 49길 78
eb0aed23-34ba-4143-a00a-66aba57b9898,매머드 서울9호점,매머드,서울 종로구 23길 32
7a878ae8-f7da-4775-9862-e46ba9085fcf,매머드 대구12호점,매머드,대구 달서구 66길 13
779dfa44-b0da-47a4-983f-7777d5cec885,할리스 대구5호점,할리스,대구 북구 83길 76
e13e2c64-e1a2-4eb0-92d4-6eff2cd93fde,컴포즈 울산5호점,컴포즈,울산 동구 3길 56
7667b9d2-f738-483e-b215-b1be2c50949b,매머드 울산9호점,매머드,울산 동구 55길 2
822e8b40-3d34-4c9d-a715-121cdc02a5a8,이디야 울산12호점,이디야,울산 중구 5길 34
9044dc62-41e0-4f68-992d-da8826142935,매머드 부산14호점,매머드,부산 금정구 79길 44
ea614ec9-a72b-438a-a60c-a1e473d45831,할리스 광주11호점,할리스,광주 서구 87길 28
9126f1b0-47b0-431a-b923-755f61d33772,빽다방 인천8호점,빽다방,인천 계양구 73길 29
2b868b04-c8e6-441a-b79d-5dac1ac99da8,할리스 부산5호점,할리스,부산 연제구 46길 46
4f449641-0fdb-4c88-b576-3d359f8847d5,매머드 울산15호점,매머드,울산 동구 70길 26
449b6a72-a24b-4457-ac15-b31431d2d34a,투썸 광주2호점,투썸,광주 서구 16길 87
380d8fdd-05bf-47b7-8b8b-1242ea60a64b,투썸 광주1호점,투썸,광주 서구 46길 85
8df3979d-1ede-4857-b771-2c9a2d9bd5f9,매머드 울산3호점,매머드,울산 중구 41길 78
41615dfc-6332-4cab-9236-e396e596e6cc,빽다방 부산10호점,빽다방,부산 해운대구 45길 88
ac812478-59b6-461d-a4be-a9bd2b159a71,스타벅스 서울14호점,스타벅스,서울 종로구 98길 28
35cc27cb-b87c-48c0-931d-c8a459ec0175,투썸 부산6호점,투썸,부산 연제구 67길 16
029fde30-10bd-45b8-959e-4e21aac440a3,매머드 광주8호점,매머드,광주 광산구 64길 7
f4479cdb-a1cb-484a-974a-0b654bfd2aeb,매머드 부산13호점,매머드,부산 해운대구 42길 86
41445c0e-7604-44ce-8b96-584a77acb379,매머드 인천14호점,매머드,인천 계양구 42길 44
93a7f443-bd1b-4bc5-be10-44c24152dff3,이디야 부산2호점,이디야,부산 해운대구 71길 74
fdca678f-ba40-4411-a6de-2ffef5d9191b,매머드 서울2호점,매머드,서울 종로구 58길 16
fd4b4a79-243a-4fd0-8cb4-550943f4b5c0,투썸 대전9호점,투썸,대전 유성구 72길 34
68b5d4b9-fbcf-4d06-952f-c1a70d3ec068,컴포즈 대구8호점,컴포즈,대구 수성구 69길 15
a6d79535-a986-49be-baa5-f36e56aa6676,할리스 대전5호점,할리스,대전 유성구 53길 74
eec9db1a-37a1-4176-a2fb-b4aed47c94da,할리스 인천15호점,할리스,인천 계양구 66길 29
879c6e2d-80c6-4de9-917c-c1d1ac9f5208,컴포즈 서울12호점,컴포즈,서울 강남구 79길 85
c70a990a-f413-479d-a82d-883b5ee286a9,컴포즈 대구1호점,컴포즈,대구 북구 33길 73
e5136372-2bae-48de-a03f-c70e9da3ef15,스타벅스 대구13호점,스타벅스,대구 북구 36길 27
de191cb2-9dc2-4485-a3c5-96f44511b208,빽다방 부산3호점,빽다방,부산 금정구 91길 57
9e54ed73-7584-4169-8fd6-9d0c4d8a6f91,스타벅스 대전5호점,스타벅스,대전 중구  62길 70
f3a50252-8e33-43a8-8b9c-ea2bca66d89a,스타벅스 인천10호점,스타벅스,인천 계양구 93길 53
a7d721e8-6aec-4a50-b210-6748bc2326a0,컴포즈 대전5호점,컴포즈,대전 중구  63길 42
0cafb509-1931-4014-9f91-ad3a27601deb,할리스 서울15호점,할리스,서울 종로구 58길 98
befe0203-d185-43b0-8e79-b189ba80eb85,빽다방 서울13호점,빽다방,서울 서대문구 64길 67
eeed9035-caa4-4a74-8616-01e6ade6362c,할리스 대구11호점,할리스,대구 달서구 33길 6
0a16d8b4-2c15-4f57-882d-439721049623,이디야 부산12호점,이디야,부산 연제구 2길 77
27c8a2aa-76ad-4c15-b7c5-54fe288f396c,이디야 부산1호점,이디야,부산 금정구 15길 59
3d7d0996-32dc-4779-9929-1bb95eb728d4,스타벅스 인천1호점,스타벅스,인천 미추홀구 11길 76
d751c97b-a674-417d-bd59-edac7d9f4ee6,이디야 서울9호점,이디야,서울 성동구 98길 99
82304ea5-a4d5-43db-bcf3-9d4116c9c5a9,커피빈 대구6호점,커피빈,대구 달서구 25길 68
95a64a13-331e-44aa-bb22-f822792e8f73,투썸 대구1호점,투썸,대구 달서구 91길 71
7abda740-4aae-436f-961b-1d379b29c22b,매머드 인천4호점,매머드,인천 부평구 91길 55
6e089ba2-6acf-40b3-b9ae-0646769ff192,스타벅스 서울4호점,스타벅스,서울 성동구 18길 78
5e934edc-0b91-4458-8486-687f815d73ff,빽다방 인천3호점,빽다방,인천 미추홀구 98길 62
907ae3f1-9211-43fa-8be7-71fe403896aa,투썸 인천13호점,투썸,인천 미추홀구 29길 5
85510ce1-5cf3-4a4d-a585-e56a2129178f,이디야 서울11호점,이디야,서울 서대문구 60길 51
d86b63f0-9f98-4fc1-b947-bb2a82d4a413,빽다방 서울3호점,빽다방,서울 종로구 5길 27
ff3803a2-a892-4de7-9643-3688c366d4cb,커피빈 대전6호점,커피빈,대전 중구  70길 43
aa91a2a2-b48f-4c76-8c57-9869d95bc709,이디야 부산5호점,이디야,부산 해운대구 51길 80
2c1fd234-d034-479f-89e1-ae1a990ba601,빽다방 광주13호점,빽다방,광주 광산구 26길 47
aff8fb49-0b84-4239-b4bd-abf82259face,빽다방 대전7호점,빽다방,대전 중구  91길 69
8e8b2c7a-689c-424a-9608-f35aa646155c,할리스 서울2호점,할리스,서울 동대문구 78길 73
cb924983-15fb-4335-a893-42efa08c4892,매머드 서울3호점,매머드,서울 동대문구 64길 20
32b68b61-d8f3-4b31-af85-b7b328046835,할리스 광주10호점,할리스,광주 서구 43길 20
826b3f45-e5e5-4786-b0d9-b77508e26192,빽다방 서울7호점,빽다방,서울 서대문구 20길 14
247c3e7b-6d3b-42b2-b4bf-5d0e780650f6,할리스 대전11호점,할리스,대전 유성구 96길 43
f5eb4d5e-e4d0-476b-8bde-02a4a9ee93c7,커피빈 인천1호점,커피빈,인천 미추홀구 24길 61
5e319b34-bc24-4613-987c-dac870127faf,컴포즈 부산3호점,컴포즈,부산 연제구 61길 60
0e2690a0-63fd-4b64-8658-72b601e63c4c,투썸 광주1호점,투썸,광주 광산구 62길 93
ea0fcc86-573f-46d5-af74-fb70db34ae1b,이디야 광주9호점,이디야,광주 광산구 28길 4
49e1acba-7b18-49f7-84e8-a2767e813661,매머드 서울7호점,매머드,서울 강남구 5길 3
a3af4806-e4d5-4105-809c-d0a77c6b1ce7,할리스 대구9호점,할리스,대구 북구 26길 28
117aa891-3871-45c7-ad56-9056ab7d9251,커피빈 서울6호점,커피빈,서울 성동구 6길 49
d0df6b3c-886b-4160-a3bc-923dbadea8ea,투썸 부산5호점,투썸,부산 연제구 72길 99
87d04ed8-36ce-4f4d-89fd-94c7318ca63a,스타벅스 부산13호점,스타벅스,부산 연제구 4길 93
1ddc2bb3-86b0-4498-800e-191e890719d3,매머드 광주6호점,매머드,광주 서구 58길 79
443627af-04ae-4398-adab-a43e91f6fe35,커피빈 대구10호점,커피빈,대구 북구 35길 53
05cbc19c-7aa0-4056-9529-f100e37ca527,컴포즈 광주11호점,컴포즈,광주 광산구 84길 76
a1abdfdb-105c-480c-8b90-6f7f8ff23079,컴포즈 서울15호점,컴포즈,서울 종로구 23길 22
13897616-9381-44d8-947d-dbb1c8b53255,매머드 광주12호점,매머드,광주 광산구 26길 45
fe50b015-ec0b-48bb-8f3d-f849f8c67577,매머드 인천13호점,매머드,인천 미추홀구 13길 65
a0afb004-cd96-4f04-9950-a91252712720,스타벅스 부산2호점,스타벅스,부산 연제구 8길 20
9b8cb6f9-874f-45ec-8017-0003caa424f2,투썸 대구8호점,투썸,대구 북구 83길 50
ca3e94ef-acbc-4e4d-a859-6ca86d54dd1e,투썸 서울11호점,투썸,서울 성동구 88길 90
d752edb6-5000-4945-8f90-32666eade8a7,컴포즈 부산4호점,컴포즈,부산 해운대구 63길 20
ba927196-3a7d-49ab-a7a9-0ba3c5c7d8bc,스타벅스 울산5호점,스타벅스,울산 동구 83길 55
084edb7a-f639-4fcc-bb73-774973de9f06,빽다방 서울11호점,빽다방,서울 동대문구 76길 78
8c7c660e-e46a-4f8d-b54f-783b2ed560f0,빽다방 서울9호점,빽다방,서울 서대문구 50길 16
8945c261-7af2-42c8-b7a2-82ca2a6ed35f,투썸 부산5호점,투썸,부산 금정구 93길 96
fb47282c-f0ee-4ddb-8a10-83dcba6b075f,할리스 광주2호점,할리스,광주 광산구 99길 80
7dcbb5f8-1e04-432f-a242-4215a2e54a23,스타벅스 대전14호점,스타벅스,대전 유성구 81길 58
81cfb1d2-dee5-4163-a6dc-1c159cd2036d,컴포즈 부산6호점,컴포즈,부산 해운대구 8길 51
1fa79880-1574-47bf-9059-7011b57e6fec,커피빈 대전7호점,커피빈,대전 중구  48길 93
4e313e47-7864-44f7-ab42-114dba3b3d11,빽다방 인천6호점,빽다방,인천 부평구 56길 39
efe0aacb-07ea-4b05-b796-0dba975e8eed,매머드 대구14호점,매머드,대구 달서구 28길 15
a8064f65-e1e6-4c30-8f4a-e55a806899ea,컴포즈 서울6호점,컴포즈,서울 성동구 18길 85
ccbac849-d876-4755-820e-13a0f39e217a,매머드 부산4호점,매머드,부산 해운대구 71길 51
1a8ab254-4196-42c4-82a9-9de02ef8786b,컴포즈 부산9호점,컴포즈,부산 연제구 93길 57
60d89d33-f963-4ab2-ac14-c2cee736b4c3,빽다방 서울2호점,빽다방,서울 강남구 24길 10
037634e2-b9bd-4681-904b-d776a8dabecf,컴포즈 대구14호점,컴포즈,대구 달서구 58길 46
1da59b9e-0d7e-443f-b37b-52923548238e,커피빈 울산4호점,커피빈,울산 중구 73길 81
b4791f4c-ed18-4fb1-af28-5df6efd3b947,빽다방 광주14호점,빽다방,광주 서구 50길 23
ec675861-73d4-4256-94c8-218c76ad544e,할리스 대구1호점,할리스,대구 수성구 80길 99
a2dc0203-507d-4430-96c1-e63868a8b4a9,이디야 울산6호점,이디야,울산 중구 77길 80
908df3aa-8e57-4f5e-95d8-e3ab4974a810,이디야 인천9호점,이디야,인천 미추홀구 29길 14
ccde9fd2-ee7a-42f2-9b69-807c86b01357,투썸 서울15호점,투썸,서울 서대문구 10길 12
6eccdaf7-549a-4d0f-9ec0-54bba2785336,투썸 인천2호점,투썸,인천 부평구 98길 94
ba0b2bae-cfc8-493e-b9cb-63ca6eee479c,커피빈 대구15호점,커피빈,대구 수성구 30길 41
6559de75-7d8b-4a25-9572-97725fa64040,할리스 대구10호점,할리스,대구 달서구 18길 68
6777ea0e-2eee-4125-b518-f75766a1bb93,컴포즈 부산12호점,컴포즈,부산 연제구 9길 60
575c4c4e-da21-4c84-bbe2-68f8278bf1cc,빽다방 서울12호점,빽다방,서울 강남구 16길 83
529aa176-c84b-4bd4-a6e8-ca5f4386da14,컴포즈 대구6호점,컴포즈,대구 수성구 11길 26
b4a4a474-0696-4d4f-b674-bac3f28a4384,투썸 부산11호점,투썸,부산 금정구 26길 57
cad66375-8e27-42f5-9e41-8cbf3fdcb836,투썸 광주13호점,투썸,광주 서구 74길 10
cdfc7e7b-44dd-46cc-9f93-51cf3401bba2,스타벅스 서울5호점,스타벅스,서울 종로구 10길 48
7770fc87-91b4-4840-8bf0-bf378e915a22,매머드 부산5호점,매머드,부산 금정구 67길 61
c5819d54-ccc4-4eea-9727-bfd95ca281f0,커피빈 울산15호점,커피빈,울산 동구 99길 59
a40ac922-7374-41e5-af23-78dfb44d2505,스타벅스 인천3호점,스타벅스,인천 미추홀구 38길 71
6821f4ac-3a25-4600-800a-52471fe7eab4,투썸 대전8호점,투썸,대전 중구  95길 62
706a715e-01b7-41f1-8e43-bfed98af8677,이디야 대전4호점,이디야,대전 중구  44길 41
dc7fe37e-ab18-406d-b09d-46e2409aa04a,할리스 부산13호점,할리스,부산 금정구 56길 64
41ec27b1-1159-4034-8f1e-cd10ba631d0a,스타벅스 부산8호점,스타벅스,부산 해운대구 51길 57
55b864c3-9e86-4630-b195-27b13d59e3af,매머드 서울3호점,매머드,서울 종로구 23길 53
4194531e-a0a3-4400-9de4-5a018a953314,투썸 부산8호점,투썸,부산 금정구 60길 80
9f39e4fb-3543-455d-bb12-d9273659b479,컴포즈 대전4호점,컴포즈,대전 중구  28길 64
17fed8ae-9757-4be1-913c-670a73d4a36c,할리스 서울6호점,할리스,서울 성동구 43길 71
63a336b1-4190-4a03-9f96-ef3b093f8c89,이디야 광주14호점,이디야,광주 광산구 71길 24
6a71487f-d77a-4d37-80a3-201d5d51bb0e,이디야 대전13호점,이디야,대전 중구  90길 59
d2955815-5268-4ef8-aa67-ac4f41761071,스타벅스 광주12호점,스타벅스,광주 서구 34길 45
a9b734ad-e3fa-49c3-a97e-a6dcb4f0a976,스타벅스 대전7호점,스타벅스,대전 중구  27길 12
949e5211-d1cd-4534-b710-82a9be7b853d,매머드 서울10호점,매머드,서울 동대문구 14길 56
febfb46b-c138-4030-bce5-34cdc5a42d22,이디야 서울7호점,이디야,서울 강남구 44길 40
fe343468-459a-4bea-aadb-8828e6f71d90,컴포즈 인천4호점,컴포즈,인천 미추홀구 16길 24
f0bc526c-f700-4985-a650-4c1efebb672b,컴포즈 광주15호점,컴포즈,광주 서구 95길 57
6d634e73-7a76-4908-9d7e-8fd8e169f85a,투썸 서울1호점,투썸,서울 성동구 81길 25
f1ed7642-c182-4e2d-ba66-f121fa5c5c9a,커피빈 울산15호점,커피빈,울산 중구 75길 68
e6f3d1a6-0cb6-4ac2-b838-03a8d6a720a7,이디야 울산8호점,이디야,울산 동구 11길 52
91fce42f-b868-4e9c-bdbb-11b43a8c9cee,투썸 인천10호점,투썸,인천 계양구 34길 96
315383ec-bae3-4e47-a6d8-ff6fc9a4dbfe,매머드 서울6호점,매머드,서울 동대문구 70길 41
40d10a92-9670-43ae-b4e9-b7a9655e11ac,빽다방 광주6호점,빽다방,광주 서구 41길 84
835eba4b-4ba5-44ac-9fe2-83270d5fef0f,빽다방 광주7호점,빽다방,광주 서구 13길 4
a99a78fe-62bf-4abc-ab7f-b1eb509c455c,매머드 울산9호점,매머드,울산 중구 36길 95
b8dd34c5-b29d-4e2e-a27f-d400b712d1f3,커피빈 부산4호점,커피빈,부산 해운대구 59길 90
3ee7214d-ac29-44b0-8c74-f019419a79a9,매머드 대구12호점,매머드,대구 달서구 86길 80
fda998b9-cf8a-40e3-a78b-a9ced3ddee15,이디야 대전7호점,이디야,대전 중구  8길 93
00d94321-cfb6-49b2-b9af-5937be20fa9c,빽다방 광주7호점,빽다방,광주 광산구 23길 54
c8d76527-b6b1-437a-baba-daa83fb3fe4b,스타벅스 대전10호점,스타벅스,대전 중구  62길 10
4f91830d-06e2-493c-8132-e0ac2037ce56,빽다방 서울14호점,빽다방,서울 서대문구 31길 28
c97cac9d-eeab-4f1b-ada7-e7307a2fcfe4,투썸 대구2호점,투썸,대구 수성구 50길 62
1eba61db-aed7-494d-b08a-2d61272ffa10,스타벅스 대전10호점,스타벅스,대전 유성구 61길 5
f743424c-fc92-4c6d-956e-dc9a5fdf6284,컴포즈 인천5호점,컴포즈,인천 미추홀구 4길 55
a21033e7-67ef-409d-b122-b79ba20a69ac,컴포즈 부산5호점,컴포즈,부산 금정구 81길 24
438feb70-10d8-4877-ae38-35acaf50524f,컴포즈 대전6호점,컴포즈,대전 중구  23길 94
cbb3b374-36e0-4d68-b011-0db7526b3b50,이디야 부산8호점,이디야,부산 금정구 85길 73
37977afe-c530-4f69-9522-c2ee6f571048,컴포즈 인천7호점,컴포즈,인천 부평구 94길 36
7c9c3ae9-5244-4965-b0ab-f6065077c78b,커피빈 서울5호점,커피빈,서울 동대문구 37길 64
c4aa2067-cd0d-4212-bb41-cd6b7d1ea63d,컴포즈 울산4호점,컴포즈,울산 동구 23길 13
39ce52fb-f32d-4e17-b155-c260e4de1714,빽다방 인천1호점,빽다방,인천 계양구 13길 14
dde534ae-21fa-4ff1-a497-fa6f82252961,할리스 인천3호점,할리스,인천 미추홀구 5길 53
0393bdca-087d-40a3-960b-ff6212113e49,투썸 대전7호점,투썸,대전 유성구 19길 22
c34374ad-a01d-46e7-a4ff-d8b8a4186bdc,커피빈 서울14호점,커피빈,서울 동대문구 8길 87
d3f17c50-a3c2-498e-b2ea-9dd0f597a559,이디야 서울14호점,이디야,서울 강남구 12길 13
ee73f803-21b1-4664-98a8-8ee76e6a4bc2,빽다방 광주13호점,빽다방,광주 서구 6길 21
1a895751-4066-4535-8cb1-54c40483a8cb,빽다방 울산1호점,빽다방,울산 동구 50길 25
eede15d5-8411-46ee-9bf1-8c6fbebd4038,스타벅스 서울4호점,스타벅스,서울 동대문구 7길 87
f82822f8-c2bf-4285-8a5f-74208fc0cfa4,스타벅스 광주11호점,스타벅스,광주 광산구 46길 79
990e8a89-77ca-412c-b58a-67b15897a134,투썸 광주8호점,투썸,광주 광산구 58길 1
046fbfd3-f679-49ac-87a4-43487cf5dfc3,빽다방 서울5호점,빽다방,서울 서대문구 27길 63
5d66bd7e-7c9b-45b2-b903-288ede1f97d0,할리스 부산6호점,할리스,부산 해운대구 54길 44
c2740c1c-2430-4a0c-8552-4e201149aed5,컴포즈 서울14호점,컴포즈,서울 동대문구 17길 49
48e6d879-622c-46f9-995a-e5ec046f11a1,이디야 대전3호점,이디야,대전 유성구 27길 1
6368c926-893d-43e7-842a-9d3b187010de,이디야 광주2호점,이디야,광주 광산구 63길 98
4e54f083-4793-44fb-bbce-a5158b6323e8,컴포즈 서울13호점,컴포즈,서울 종로구 75길 84
bffc0ee8-ee4b-4632-bb72-28ca4e32ebec,컴포즈 인천9호점,컴포즈,인천 계양구 42길 10
776e65f8-0cf8-4929-92db-aada80d3835b,투썸 광주2호점,투썸,광주 광산구 57길 66
ba70b721-1140-4d56-aba3-c61fcd707f17,스타벅스 서울10호점,스타벅스,서울 서대문구 52길 17
6186627a-f6e8-410c-b13a-c052a40e79d1,매머드 울산11호점,매머드,울산 중구 22길 28
4cdf4799-6aad-48ba-8ae8-486755aaf628,투썸 서울14호점,투썸,서울 서대문구 20길 49
59d0157b-f50a-4a5b-9061-c1f824c03196,이디야 대구13호점,이디야,대구 달서구 13길 54
7a8cf9df-e754-4322-a452-14cb8ce3a390,컴포즈 부산4호점,컴포즈,부산 금정구 85길 94
e64eae66-c8d3-4783-a8ce-9a84ca02a177,컴포즈 서울13호점,컴포즈,서울 강남구 81길 60
f611037f-4f76-4ed7-b136-778ce4a2adb2,빽다방 서울2호점,빽다방,서울 종로구 39길 72
42645b79-a3ca-481b-a6d4-b167f450c1ee,이디야 광주1호점,이디야,광주 광산구 48길 9
6c402fd7-ee70-472d-8250-39bc563fb32a,스타벅스 서울4호점,스타벅스,서울 서대문구 79길 36
294ca59f-cc98-412e-b4c4-396c2c1f4697,커피빈 인천4호점,커피빈,인천 부평구 9길 34
d421f159-882c-43bd-b202-36ef542edac8,투썸 부산13호점,투썸,부산 해운대구 58길 57
44f02154-9a92-4d46-b170-783ffc9e3617,컴포즈 대전6호점,컴포즈,대전 중구  85길 89
06d9b79d-7867-4c66-b078-ee92e89097c5,매머드 대전4호점,매머드,대전 중구  43길 78
1506e55c-0cab-4dbb-985b-e57219e95075,매머드 울산14호점,매머드,울산 동구 15길 94
6da4decd-edae-4488-bed8-9cfd7b062b7c,이디야 인천14호점,이디야,인천 계양구 73길 30
183ccfa1-c8f2-4ba1-9669-28e057968e47,스타벅스 인천10호점,스타벅스,인천 미추홀구 40길 20
1ef70a10-98c3-4a49-a6db-6b0b01e7524e,매머드 대구15호점,매머드,대구 북구 65길 97
2f7126a8-c4c3-4378-8de9-4e09783f103e,투썸 대구13호점,투썸,대구 달서구 33길 39
226f154d-751f-4f3b-838d-6c0a25d136ce,컴포즈 인천4호점,컴포즈,인천 부평구 93길 63
4c4cd7a0-f856-40cf-9bc5-cac2aed899a3,이디야 광주12호점,이디야,광주 서구 84길 21
f37e7198-91ba-4fbb-8995-7b547d80f1eb,이디야 부산6호점,이디야,부산 해운대구 50길 72
8f6e1000-d7a9-4c01-bdef-78d69b82725f,투썸 부산3호점,투썸,부산 연제구 50길 11
5cfcf349-6a6c-4fb1-b5c2-b311b3d938f6,매머드 대전8호점,매머드,대전 중구  66길 57
64bb7777-25c2-44b0-b1bc-856de7c79611,매머드 서울4호점,매머드,서울 성동구 41길 49
6695ffa7-ff3b-4c39-82b6-1d42d6a18d68,빽다방 인천4호점,빽다방,인천 미추홀구 55길 38
4f901e78-2ebf-4502-a80f-e972a7710f97,매머드 서울13호점,매머드,서울 강남구 77길 87
55e27d44-dd80-4a6c-bd1a-a965ea0312a2,컴포즈 인천6호점,컴포즈,인천 미추홀구 73길 88
31c992b6-5fa3-4c45-adcd-63c96e267cad,빽다방 부산8호점,빽다방,부산 해운대구 56길 20
8b40e13e-a127-4c83-862b-98c476207d93,스타벅스 서울11호점,스타벅스,서울 종로구 20길 95
7f95011c-a6d6-4ca2-a979-82ec3e53f510,할리스 대구13호점,할리스,대구 수성구 73길 74
