Id,OrderAt,StoreId,UserId
bed68505-92f4-4366-a610-482af20ab0ac,2023-07-31 2023-16-30,aa25433e-8afc-4a29-839b-8092e3507d7e,ca34671c-4d24-4d96-8990-df2be4c70045
5acebf77-fa7a-4e76-b9a2-f027b5c723eb,2023-09-01 2023-06-21,ea03395b-5ef0-41b1-ba50-a144da1e7ae9,6781189b-8ccb-44f6-bd7d-c8ac839053ae
8d1d8fad-d4f4-4c1c-aa15-0cc524c53b7a,2023-10-02 2023-12-27,c8c942b8-6681-4cc5-8b21-afbbc65791fa,50b9d164-c32e-4e9d-850f-3ea992fc2c57
ba01d091-a945-4adf-a9cf-c4a5850ef45d,2023-11-07 2023-17-44,0fc02aa8-5f67-4665-af44-c80150bc2f21,49538ef8-8f29-4905-992c-0e0aa87c5200
1362578e-e5b5-4068-afee-18c6de7dff9c,2023-05-31 2023-06-07,56cbe6f9-80b0-4478-b16f-ef8fa75eedfe,565efeab-1a24-4d46-886a-0d9084387add
8bd5e671-17a1-45ef-bb79-5d6a9ea3f298,2023-10-22 2023-06-06,4787bee1-6273-4376-aea6-e88bc7be93e8,ecab4658-d523-4b2d-ab91-89fd62f47182
ad2a47dc-f907-44be-9946-197aad046827,2023-05-17 2023-08-29,99e45214-3516-4858-bebe-832f43f842b0,9ff6168b-9e7c-4b5b-98de-b4a4dc04124c
ef2e78bc-14d0-4814-b452-8c0edd335c32,2023-05-29 2023-13-10,aed15182-0b0d-478c-9dbc-88ab3d35a50a,9c5f7f57-70df-4453-8fab-83a87b30dc28
fcb5043d-cdd1-4fa6-9ba1-807388c05efb,2023-09-26 2023-14-04,f801545e-99a7-42f8-b291-e6c908fa054c,7b5a00c0-4761-454d-be8b-3d9d101518ad
5399e8a0-1f40-44e7-b6fe-0c69e7c8ab33,2023-09-20 2023-01-50,ee5933b3-85a3-457f-bc2d-e8039b82f405,4eada8ea-33b4-4a40-80af-f827246f255e
7bae40ec-4d07-492c-b5b2-6a15939a27bf,2023-11-23 2023-00-26,9b1a189f-8872-4464-aaef-36d10a3d53da,ce23c59f-5710-4376-aecc-8dce408cc91c
c7dca18e-b252-4217-b8ea-9e2586552f02,2023-07-30 2023-15-09,9b033f38-77ae-4baa-8e04-90c10c442c4b,055563ef-b288-40de-b12d-bacf8c1fb3ea
7e9deaf4-249c-4e37-8b20-ef0a38341470,2023-02-02 2023-22-50,4a3abf1b-e188-454d-910f-58c49b02328e,87c069f6-a1a8-427c-98c2-62a0d0e7d497
a9fdbb44-04d7-41e1-b6f1-ce9469ef3051,2023-01-10 2023-21-56,238d2a8f-40c6-4fd3-a3d1-c03675ad3270,7cbc379e-61b6-4866-8910-6aed3c835cbc
8785804b-037e-4bec-b9ad-5ffbe3d80a85,2023-08-26 2023-04-24,6da4decd-edae-4488-bed8-9cfd7b062b7c,829f9547-de51-4ea7-af5e-6e6b72969c3f
498f28e6-71da-409b-9a8e-01eb29a80688,2023-06-30 2023-19-33,66c2c626-7d0d-4623-98e0-0a0f760b094a,a3c16505-b7a6-4e10-a40c-479d68e221cf
f3b76d30-5fb0-4d47-a69a-807c44dcb4be,2023-12-30 2023-07-03,c30a75a9-c354-4631-b44f-f4537b8eeb95,9d9fa720-d768-4a4a-b2df-32471082f361
33a4fe23-afe6-4731-8dd8-8416d98bc024,2023-05-29 2023-22-41,56d9f89a-d89b-4a22-8544-9e827f669972,d4c92d7b-5a6f-4d8f-b1be-1c7fbd99073f
3a3a785d-df2d-4495-84cc-3cd29e70fac3,2023-06-07 2023-11-25,eb733728-9380-46d9-899b-27a246bbfbbf,9fcf0895-866e-4045-8936-16d10acf2928
fce19aa8-a0e5-4dc7-85de-52349bf7fcf4,2023-05-28 2023-04-04,1d472dce-128f-4414-bbfc-2294c606e372,8c94ec0d-308a-4578-917c-e214f3e6034f
4c68156d-0f15-41fd-a433-c1f106b219d5,2023-03-31 2023-05-10,084c4b56-2ad7-4ea6-83c8-d3e95f7b6bd5,e0d691b2-0d56-4007-982d-792415ea3f06
53e37cc4-6893-4039-82ac-54921345ae7c,2023-11-06 2023-22-38,3ec497e8-463e-4763-9912-7920adc69b47,68155489-90ac-4077-bb11-afa761dabc8b
2581a8ca-27e6-4048-a270-c8dadf5d7441,2023-05-28 2023-03-34,6cf389d2-26b3-4492-b29e-af7cc28c798b,4a537226-d3b6-4df8-993d-7c048774b758
6feb9767-1a72-4234-bbdd-57a374047411,2023-02-23 2023-15-43,1b92f843-66cd-4b33-82fb-9abddc290fa5,9c4fe4d1-3574-47f1-80c0-92920f296fcc
153a3122-d35a-48ed-91d3-202ea8d6353b,2023-01-27 2023-09-36,e28e2267-99a7-4ed6-a417-88d69d0a2919,5e90376b-ae51-487c-9bcf-e87c0d54c6da
3dda12e7-bc5a-4fd5-bd25-a138aded4dce,2023-01-28 2023-06-39,b336563c-616e-49b1-94f3-d42d6d6b0821,6bc88e77-3a5d-411b-a4c3-52cf1fdd4496
b6e36f75-c104-4b59-9753-5e7e59ecdfd8,2023-09-01 2023-09-50,48219ebd-5cf6-4f61-a027-5176d11132cb,b6521d8a-1a4f-4d64-89a9-443b331357d9
919166d1-4bc0-4e57-9242-49abe7ae60e4,2023-08-07 2023-21-03,974a2661-2e06-420e-85e7-2cc757b826b7,ed5f46ba-b949-4ae6-a4f2-9f28023cc2ad
894001cf-1007-49ab-ba77-ddba05dcc873,2023-06-06 2023-15-16,87e438ca-5bdd-48f5-b7e9-d51deb312c0f,5e2912d0-88dc-4485-a62b-1f7673d0a631
604fbc45-ca7c-4be1-a68e-466fd04dab56,2023-05-02 2023-00-23,a901e65d-9a9b-4cae-9cf3-d298c3b03c0a,d0720634-5283-4d9f-85ea-f292e6fc4be2
55843e0f-1093-4d7e-8ee5-a02cb3a087b8,2023-07-15 2023-05-20,f1a3636c-4044-40aa-9bcb-67e1a2dc386a,c0809fd2-3fdf-41d1-9716-654f94ee7c0d
52786e7f-f24c-4b5a-ab09-41c07de86ccd,2023-12-06 2023-20-07,6bb4d45f-f118-453b-a142-7179df13b3c4,a61b24e2-1636-40f6-8703-1198e6a5eca3
501db941-562a-442b-b84d-e1477eaa71a3,2023-06-21 2023-23-21,46c5289a-36de-4821-952c-357664764bbf,eccc159a-82df-48c1-9a89-0f55d80a636b
5e3c6a69-4d9e-4b71-821f-5a61791a2e3b,2023-03-21 2023-07-43,6fd04fdf-173f-40c9-9969-c8c2f104ba86,ea4200ca-1ce4-46b8-b9bf-5c2a4853811f
c5043aa4-7d98-4d3b-ba15-459f2c0fc836,2023-05-02 2023-20-04,e19bc7b3-87e7-4966-a538-f817cfbc6a6d,b48b5bc9-5b05-45e7-ad40-5f27028a3ace
1d2ae8e3-2aed-4da3-b63c-3c6cc007928a,2023-04-16 2023-14-03,bbc6cefd-1e38-47ba-a283-d8b707376732,8cead05e-f046-4fe7-a299-5492ffef8d76
c29b71b9-d8f0-4a9b-8f8f-fa8545d20705,2023-05-11 2023-08-03,f0075146-a359-4f1c-91d6-2fed59b19ded,f54e3bd3-6abd-4114-b62e-8fd12827f545
764d96f8-1b7f-474d-9469-aa4e47c73545,2023-09-19 2023-08-12,53d2bc09-9f30-43ed-a6fd-feff55d5413a,0ae6e59b-e202-4174-b2a8-59e5de56be30
c22b4cc9-240f-43ab-abb0-9c2cba00388d,2023-01-06 2023-04-26,e4db52a1-929a-408e-a182-15b410da0f43,ec8c3e6b-1224-418f-a854-f46ed3749ed5
e980e7bc-49a7-4434-9f78-b0fae22ad598,2023-04-27 2023-17-38,ea459c9b-df3c-4ebf-ae6c-5a4f5755004d,5e90376b-ae51-487c-9bcf-e87c0d54c6da
1e61a9c5-4615-43b9-89d1-16d8c6d69d51,2023-10-30 2023-02-04,9e725851-c170-437e-bbe3-74d9384b3432,a36b8885-59cb-4640-91b3-98bbd0ea632b
14b03709-3b34-4089-aa82-90bef4dae5c7,2023-01-23 2023-02-31,76e1bb93-87ec-4dd8-95a9-67fe31803f97,c824165c-108f-485a-a381-408b569538b0
c7c16eb7-c75f-45f1-a385-f2cd10950879,2023-02-02 2023-03-21,a8463b3c-4a71-4fc0-8195-061db35cad2e,872b21b2-cfa6-4799-b284-dac0962c2073
e0b06d68-4a54-4ad6-a102-7743316deeb6,2023-11-17 2023-09-21,4f2f9d8e-2fbe-4806-b03a-6e67710dadc6,45fb773f-2fbc-4c18-9259-0735da9193cf
0aeaf63b-0f92-4890-a076-279a40820772,2023-07-08 2023-08-53,e6ad4c2a-10dc-450e-bfea-0909883a5f06,d794686d-4fea-49ed-bad5-a6fbe24e4dea
016ee802-3b7d-4778-ba2c-1498cdb159d4,2023-04-19 2023-06-53,bb6a3942-df4f-47c8-ab30-0542b30a1064,4cad8073-5f93-4f18-8da4-fc9f6f34294c
48ea16e3-32b4-4c6a-a69a-3da665c88c84,2023-02-12 2023-05-24,478065f5-f3b1-4e1a-b273-67389404428b,4a537226-d3b6-4df8-993d-7c048774b758
c1a0c450-0aed-4456-924e-2a424662b622,2023-06-22 2023-07-25,776bda9e-c0cb-4b57-8fc7-5a0f02deea04,de3588ea-d257-466e-9a90-e2a661e20e48
269b4ad9-0ffb-4c01-b493-c37637426cba,2023-05-06 2023-07-35,48ed3c07-7b09-4ebe-a43b-d04f9eceb282,3b597bd6-9a89-4283-910c-88f3721c4067
27a895fe-a0a0-45a3-9cd1-979f4405ebaa,2023-10-01 2023-16-45,c8d4fa1d-f3b1-4190-a8c9-0c2284152d26,d68ea501-aa81-4989-9559-3f7768013013
3beca0e5-fac8-47ac-b5da-5c1dbae445aa,2023-06-01 2023-04-55,03daa3a7-9d50-49ac-9ccb-2dc8be72c9a2,18be564d-ed39-4afe-b96b-c9c619ec1bb9
00b57e8d-dfaa-4e8c-a780-ec00a27d67d0,2023-10-30 2023-18-05,8457fc39-8d04-43fd-817c-08e09b86794c,a89f447f-61bb-4bfb-bf28-6da759cfcce9
a37a74b5-f9ff-4684-a5aa-ff8a55b07948,2023-06-05 2023-06-01,2129ae1d-fd37-4a9e-82ad-c2f0d5dd99ef,a4467574-b508-4dff-88e7-417e2d525ecd
5989ae0c-e192-4391-b6bf-4a46245ca7f0,2023-04-06 2023-17-07,54ca1def-adf2-46a3-8074-78290dab99ba,7caec776-6726-4fa3-9d0b-c42ec6b34b3a
50e8764d-4ac8-45f5-94a0-f2bbf7c61d48,2023-01-10 2023-19-34,d2ba6051-dcc7-4245-86b7-aee687ec7a04,fc9c5bf5-008f-4278-b00a-458c313d10f7
06f0b9ec-62ed-412a-b270-da6cf07feebc,2023-02-08 2023-09-12,366d4029-d94b-4603-8dd0-d38f919de297,09f903d6-201a-4f66-a961-52e213b8c342
47b00f97-14d3-43b9-b6fe-b6b7649f78dd,2023-11-19 2023-10-06,becb6eb3-e339-4c48-ad27-5b2cd7d5c28e,8393995e-5818-478d-a10c-e4c8977b2b67
d9b6068b-5322-41bd-b11e-843645e333e9,2023-02-03 2023-21-30,d7cdc740-a02b-4981-9cb2-111b1a88d227,5c458d86-8660-4ebd-adda-0db13ef01a5f
0d3fa8c3-581c-412c-89fd-238ff07467ed,2023-10-14 2023-13-13,4fc373c5-fb34-42b7-883f-c451d82f242d,2ab10208-3842-4d71-bc4c-16ad644e3e45
df97a83e-7071-4737-81e2-128b6106dcb6,2023-09-15 2023-16-12,3dd2a31b-41ba-4d2a-8d43-7510bb559788,a33859b2-3eb6-4d2a-aa78-6db40e7a9eab
6deb29d1-84f4-4be6-8156-cc5b5d89f88d,2023-09-26 2023-14-06,501c76c1-5865-471d-8fd8-275d82fe20fb,09ba3df0-b6cd-479e-9162-e823c00d93aa
f15e9930-db87-46e6-bdb6-3e84d04ad1f9,2023-07-31 2023-15-20,3fa73a7e-b09a-4e88-ac10-db327de55a2b,9547f263-c7ac-45bd-bed9-8bbeecd05262
5a92f3cf-f555-41f3-bb0f-52163803e66b,2023-11-26 2023-04-49,a3ff1cfa-b478-4d69-96b5-2acd5288d6fe,43f4a8b0-2bcc-4338-b0c1-4d6aad1dd994
1461b5fb-f3dc-45cb-a5aa-3b56e7f89735,2023-10-22 2023-01-34,8897ee87-2d4f-4352-bfd7-f67d59a92538,776b6f38-e392-4794-98ab-da5b928c8b87
5de1fca7-8e67-42c0-b449-e46068baad84,2023-05-28 2023-11-40,c74c60f8-16ba-486c-b76b-b5fc36c37b24,17a81fc3-21d6-47b0-b1ad-8f0c6b0a42bf
72ff238e-e749-4803-9b76-7e0565291e19,2023-11-21 2023-18-33,30c27ee2-7f94-4b36-8e21-3d66292d95a8,b6fcacbd-bf03-4e0d-baa5-6530446dffac
06b884f0-0402-4332-8733-dd38c06f2d42,2023-03-20 2023-09-07,ad87f03b-02b1-4330-84bc-2fa262c87829,aaea4b41-788c-4a16-bb37-9741f60c1f13
c20261c0-6ffa-4f23-8890-a4c3196b0c85,2023-12-10 2023-07-39,ce079da5-1d7c-4f0c-8b0a-3533eec1ad49,da323a3c-0b3e-48a2-b01f-6ff87c7b16fa
aa6b4709-5359-4a9d-a785-2674ca6dc6eb,2023-08-09 2023-11-30,ee4a1f62-8b5b-4f06-85b3-2af8a6f55bf0,d6055b8b-96f0-4d62-9d9c-f6cbc0b26a80
17e1a462-aa80-4906-a3a2-82a05bdcabda,2023-10-30 2023-07-15,2512617a-63a2-45ea-8e6e-20c7eccaf105,dbfc7116-4692-44ab-9761-9ca0f74bab0c
d0f78d9b-f3cb-434b-9ba4-44b4fe699f61,2023-03-25 2023-14-16,e0f41b1d-2b12-4025-ab85-45b59cb9be8c,a60086fd-1fab-44d2-8976-e41320fe8c4f
d3d44b08-e2fe-427f-96ef-02728f5b498a,2023-01-09 2023-16-42,c9fc6b5f-e1e6-4b2e-b31f-c86f40f1fec5,c4bc061d-ee58-485d-8e7c-e9d3e0da82d9
841b2cf0-4f5e-43cc-a39b-11366c77d018,2023-06-16 2023-21-26,1f70e04a-9f4b-4bb1-8db6-f981f797f1b4,034264d4-69a8-4cad-a1c4-175485dfa248
643edc62-aeaf-43bd-82e3-28578f5d4c8f,2023-01-10 2023-03-23,58fa24ba-243f-4934-b8a8-86a20a2a8ef8,424cfa97-e5d5-441a-92d6-c2cb62f84c26
eb8a18f7-bc13-4c4d-bd82-27212b2b12d5,2023-06-10 2023-06-32,ec06c8bc-e7ad-4d62-808f-f543505da741,b3fb98c9-a666-41e1-90eb-4ae76e27cd48
205e9cf6-755f-46bf-8174-7a7e1a4e84fc,2023-01-06 2023-12-48,5f307693-31e0-4e74-ad4a-d220af00a624,2d7c473b-820a-4880-875e-a706002361a4
698034cc-197b-4fed-b9fe-692b8fce8bdb,2023-09-30 2023-20-47,f7ae5428-7b98-4cd9-b0ad-b4ef7393f238,d05807ea-671d-4477-9933-f4ab93d10c92
fbf4eaa2-130c-4444-89ae-1b9496b5a7eb,2023-03-30 2023-10-56,95ae6e84-2b53-4909-907e-cb89fb179b75,a5fccef6-4546-4ab1-87cc-a62d090b0f5f
246b2066-3eec-4f12-83c0-27ff2fbaa61e,2023-03-08 2023-08-01,9b1a189f-8872-4464-aaef-36d10a3d53da,4c523b6c-980a-4297-b985-a414a8451ca7
86bc2113-248b-41dd-b97b-ac263e2ec9f3,2023-01-29 2023-09-03,886e8777-c3ff-4757-b3ef-0be6f7ec0ca5,b1cf747a-d401-48d6-ac8f-b27591e79540
6046773b-9299-4890-a13f-9d5cdbdc3b8f,2023-12-01 2023-13-12,746d5f0c-8cc8-4b56-bd85-56a940dd356b,27fee024-1d90-4a20-b2f2-a54574520a7f
9b7939ad-4f00-46e4-ba42-fcfc51b85b5b,2023-08-29 2023-10-50,f9ea1321-270b-435a-8d16-0577d4ec1d32,22ce99b3-d973-4544-ad14-b0bc536a43ac
cf898719-3349-4477-ad36-13ff28ef9974,2023-01-07 2023-21-20,0e11dfb8-8963-48d4-8160-a6ac9132d25c,baba59dd-22ec-441a-87f1-ba362354665a
1c844a28-9c31-4db4-bb75-01fe360bcc5f,2023-07-25 2023-06-27,03daa3a7-9d50-49ac-9ccb-2dc8be72c9a2,b672a9d2-504b-45ce-9769-681bf66ffca8
aa4c1c90-88ea-425f-8655-b844a9c355fa,2023-03-14 2023-00-36,c7fbc06e-8b83-4f95-a42d-e5b40c3278c2,c7128652-e391-45bf-a0f4-ec56fe4bbec7
5cecb62b-4e67-4744-bd98-80d7ff31b544,2023-05-14 2023-19-50,713e045c-646a-42a7-a6db-b22f963384be,7fd23c77-64a8-448c-bd77-d99482bedc86
3e40cebb-e398-452d-b181-0dd11a600d71,2023-08-06 2023-12-23,bf4c2a17-6def-4554-bfcb-1cb3e9cf87c8,cf2eb8af-4f46-4ef1-aaa3-390bcb05259c
10361d9d-16b4-48fe-a747-4cad8ed0e401,2023-03-16 2023-04-58,b65491f6-9423-4186-9ec3-a069315d0c9f,913548f7-f68a-4c1f-be7a-d4bf1d696e6f
a43f1a3f-88b3-4aaf-98cd-715c9ed21e41,2023-08-18 2023-01-24,3bf481d7-130a-492f-855f-0d76d5c44794,e8366066-4cc4-4c7d-aed6-77342c25ecb0
5f3e86df-9ebb-4be3-bd53-62d2fe14ee35,2023-03-07 2023-22-57,22cb10d7-927c-45e7-8fa2-6b330d00909e,4def560b-18d0-4cd7-b351-87f8e558220b
e2f0ebef-4d95-473d-83d6-aec7e9c0db92,2023-08-01 2023-14-24,664a7beb-9fea-48a5-8613-12ae46d6bf1a,ecb713e2-192d-41cb-b853-e177dfd8a9cc
1bb1286d-c997-4a6d-845b-28ed2f3569f7,2023-04-28 2023-20-49,7225dc39-6fb9-457a-954b-fc8aedd265b6,f0e33d3f-3d24-401c-b589-729e8d1728ea
b6c0c062-c9e5-48b8-931e-9d20cd782f5d,2023-11-15 2023-02-18,54218c46-7a6a-4d04-873e-cbb1df11c9f0,a08ee942-38ee-4b8c-b682-aed280f9fe30
259c5f6c-11c3-4a9f-afb5-330b518451e0,2023-05-23 2023-11-06,61700a11-cbb6-4c68-8ff9-cbc13a5b0a7e,10522b6c-5e05-4a34-872b-321d351afaf8
a0982cb5-a99e-4ed9-90d3-3651b863f262,2023-12-30 2023-11-21,f97dee03-3a2a-457b-9a85-608a81716c34,c352157f-41b4-4c77-9b71-1008213af00e
dc1b3180-0fa5-4edd-ba36-e39e6ada83a7,2023-05-24 2023-09-22,afc26421-5151-4254-9772-4acc0999d8f9,8e8c70a0-7f38-4630-a58e-d0ef55643886
d951d265-79c5-4df6-a82d-f78f6c2af384,2023-10-24 2023-06-59,c482bce1-38a8-4791-9064-2e5fe730eaaa,b59f3cfa-835c-4588-aa05-8d391a8ff39d
fc106575-b032-4a60-b2f0-33834174922c,2023-03-23 2023-02-07,6bc32504-ce63-4575-8bb1-45174a758cb9,32f0081b-883d-4ea1-bae7-b78b83befc46
4d6119ec-702c-4709-8fc3-7f924be72d5e,2023-12-26 2023-18-27,46c794e5-0471-4790-8c0b-9c477ce4e22f,48587be9-1473-437f-af2b-768a1f98f002
27980988-b715-4f2c-bf1a-70b5bce42bef,2023-01-15 2023-03-52,7661750a-baa2-4525-a082-d389440d2e8f,15b891d8-a326-4a27-bbfa-eca5bbf11575
942dbdc2-6594-4482-ba4c-ecbe2f438e36,2023-07-12 2023-08-53,b4ce3b5e-2597-450d-a5b0-3816f453b6af,1a76a818-8940-4c2c-92a9-0578049018df
9a63f6fd-46d5-4e71-b6f6-7b6622486d43,2023-05-23 2023-15-31,35e362f9-faa1-4a99-9de3-fd79654581ae,2ba7b36b-d51b-4728-ab3a-ec28797844d5
ac92000f-cd86-4fb9-b651-5ecb557ba7fa,2023-02-28 2023-11-29,c9fc6b5f-e1e6-4b2e-b31f-c86f40f1fec5,b31d00fc-637f-4692-8bdb-56cf3278a806
89ec566d-307a-4789-ad41-2aeb0d98edb6,2023-09-22 2023-21-25,5c5fa176-4afd-4b27-b63e-71d56a090445,1ceaa961-c094-40dd-ab6a-08e07af99089
0a993702-c331-44c6-b0bc-efcebc194446,2023-03-24 2023-10-14,76073e95-c69a-415e-b7a2-e4c1f5f926f0,15405d30-0ba1-4e86-9af9-eeb2d61c873d
bf6dd377-822c-46b7-a5ee-b7b827152695,2023-05-05 2023-15-50,b5bda7e6-7942-46fa-a541-a9d2f234d19c,898b29cd-ea24-4434-baf8-1fb5245fb32f
9617f358-7b9b-4fce-9fd2-64973afe52d3,2023-05-28 2023-10-00,b21ae29b-8808-4cb1-864c-d9310dc3b6c9,800736ba-8991-4b42-93fc-b6ce34fad6b7
bb22c356-388e-4268-aa2e-01dae17574c9,2023-04-05 2023-03-51,5a64bc7d-beb7-4446-b373-4abd1d0382c4,6d91ff10-c081-44f8-acbd-ab22748bd8b4
41bbb61b-690d-4b22-82a2-84a741317cb4,2023-02-28 2023-19-11,c43fe5b5-1350-47b9-9436-51a00b0af58b,96caa81e-b4db-4b8c-bd1c-8f39c4053b04
fa6a7453-2fc2-4d51-94ad-25730a97cb83,2023-05-28 2023-14-07,7f2f56d9-73f3-455b-86fa-d97472d3d43f,9075ca04-5e74-4154-8685-b2203b48a2b5
d56e76dd-853b-4b93-b22e-6e7976459fb0,2023-05-26 2023-14-57,1c0af3d5-b590-49ed-b03b-019ed265740f,a8df7be8-6872-4912-8a1f-31a7c49f3c19
908b8c01-131f-443d-b6b9-6b2cd37842a2,2023-07-12 2023-17-43,2fad6882-8fd2-4a97-b6ba-b5e49e38e127,62532f91-78b5-4b82-a3eb-9e939abe0e49
123377d1-13e9-4fa2-a5a4-347dad9d3714,2023-05-19 2023-13-12,3e10aff5-a364-4d2b-b0ca-2af34647fa11,c09e749a-71e1-4e3b-8594-bff1e0b81a88
81748e68-8428-4357-8d11-d86bec2c6139,2023-05-26 2023-21-35,b171011b-5eb9-4253-a400-064b9d5836c1,26a950ed-5f88-4148-a001-a3fd1a820cc4
52b26d15-224e-48f2-ba14-4215455a5ed9,2023-02-22 2023-13-23,eb823c7f-16b1-4269-9c7c-6c3937e249b5,c5c37f5b-35d7-46e0-9915-97b3e138e02e
a3bcf44e-ec46-4d4b-aaea-a9793f4f8106,2023-07-27 2023-14-22,584a9344-d249-46ea-9775-7583282a76c4,faa8f878-9f3e-41c9-9016-0e1601eb12c2
461612b8-54fd-46e8-9fc2-2bad4f68dce6,2023-10-25 2023-16-20,f8774718-e3bf-4290-bdf7-56f861eee0fa,4ec70e21-6c23-41de-a750-78fb77830fb1
40ff5a6a-733f-48e2-915f-c5021e59c4ab,2023-11-25 2023-22-48,d670be93-2af6-472e-965f-16e559bced92,e86b6207-6d11-44bd-a757-74a54b4cda52
5caeb787-d66e-48a1-a80a-85cd8b902c06,2023-01-07 2023-20-20,d268216d-56e4-4f9b-bb67-8b4ee195f6f9,9f181fc1-2d7c-4fe5-9be5-c0c1a9cc95fc
b9aabe29-6c8c-4864-a4c8-1b35561f9daa,2023-05-28 2023-11-02,7222eab4-405b-4373-91fc-9fe5566001d9,2aa7aee8-a366-4540-89df-4f024dc2788a
a3f559a5-b851-4188-995c-94a5a40dfae8,2023-04-07 2023-17-40,d306f887-1d92-4f13-a8c3-d7851826bd66,ded357e4-f46c-4abe-8c93-7dc6630e194f
feae8541-4c2e-4603-b3b5-ccb57f9fad45,2023-03-08 2023-17-31,100c7243-6698-4c22-a4dd-0c6b5cf93c8f,34b39352-23f5-428c-8495-bdf556aeb6c1
ce0adee4-2367-4d0d-90f8-8bb78067b327,2023-02-10 2023-06-19,1439cb41-9712-480a-b17a-bfe660b21859,dc0d2da6-2749-435a-9fb8-9267fcfce94a
022b11cb-a5b0-4cb1-a6ee-c5e26dcbeae7,2023-02-13 2023-14-02,3eaec261-cf8e-4a8c-87e9-3b9ad9d959c0,117d0bd2-7e1e-4454-b4e8-afb90a1cad11
483fefdd-487b-41fe-afed-17dbc4278545,2023-09-24 2023-07-24,427db252-1671-4843-8027-c3c9a3995e7c,79445874-bee0-4bbf-b575-25b186bb7f7b
f0cb83cf-54a1-4323-8a66-b3091dd46051,2023-11-06 2023-03-03,9833bc67-da65-494b-8fb2-43d903e0c002,18fbf746-6f38-4f77-a1e0-11218406c74e
df295e5d-e0f5-4aad-93f8-75592acec547,2023-05-31 2023-06-38,a75c87b8-0541-4f6d-9e5c-55d4ac8f2be3,b35c1970-a5c8-4aaa-89fd-2f484bbc811b
17303d94-7acd-4331-a6d0-6154ee543a2c,2023-06-08 2023-03-18,975512d4-118d-4f64-a69d-b95e587536ff,0028d08b-d64c-4e90-a20d-ea3320150b0c
8c0d912c-306b-4d0f-9419-bb188c3baa93,2023-10-17 2023-23-52,c630dbfb-83e4-4bd7-86dc-639c7e7e382d,9fbaf430-0abe-4a55-a37d-bb168128f86f
fc2de1c4-8667-412e-abf1-3d451debfbad,2023-10-16 2023-16-34,6fb1ba8f-fba4-45e1-a4c2-b0a5e1c95b1f,552bb00c-749b-4906-a0c4-c59b2329a5f1
672ccfcf-af53-4893-9e81-08cbc9fc14e4,2023-02-01 2023-05-50,45be1777-731b-440c-89f7-a8a96051cd2c,d575565c-39c6-4d9f-9b35-6adc5747159c
